product_id,manufacturing_country,market_region,transport_mode,distance_km,alt_transport_low_carbon,alt_transport_low_carbon_note,alt_distance_km,destination_country,distance_km_raw,alt_distance_km_raw
P0251,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0252,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0253,vietnam,europe_west,ship,9329.0,ship,Suggested lower-carbon mode (rule-based),9329.0,germany,9500,9500
P0254,mexico,europe_west,air,9448.0,ship,Suggested lower-carbon mode (rule-based),9448.0,germany,9000,9000
P0255,mexico,usa_west,truck,1840.0,rail,Suggested lower-carbon mode (rule-based),1840.0,usa,2200,2200
P0256,china,europe_west,ship,7223.0,ship,Suggested lower-carbon mode (rule-based),7223.0,germany,8000,8000
P0257,turkey,europe_west,ship,2354.0,ship,Suggested lower-carbon mode (rule-based),2354.0,germany,2500,2500
P0258,india,usa_west,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,13000,13000
P0259,india,europe_west,ship,6540.0,ship,Suggested lower-carbon mode (rule-based),6540.0,germany,7000,7000
P0260,south_korea,europe_west,ship,8517.0,ship,Suggested lower-carbon mode (rule-based),8517.0,germany,8800,8800
P0261,usa,southeast_asia,ship,14903.0,ship,Suggested lower-carbon mode (rule-based),14903.0,singapore,12500,12500
P0262,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0263,vietnam,europe_west,ship,9329.0,ship,Suggested lower-carbon mode (rule-based),9329.0,germany,9500,9500
P0264,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0265,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0266,usa,india,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,india,13000,13000
P0267,taiwan,india,ship,4303.0,ship,Suggested lower-carbon mode (rule-based),4303.0,india,4300,4300
P0268,south_korea,india,ship,4915.0,ship,Suggested lower-carbon mode (rule-based),4915.0,india,4700,4700
P0269,china,usa_east,air,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0270,india,southeast_asia,ship,3624.0,ship,Suggested lower-carbon mode (rule-based),3624.0,singapore,3000,3000
P0271,china,india,ship,2842.0,ship,Suggested lower-carbon mode (rule-based),2842.0,india,3800,3800
P0272,india,usa_east,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,14000,14000
P0273,mexico,usa_east,ship,1840.0,ship,Suggested lower-carbon mode (rule-based),1840.0,usa,3200,3200
P0274,india,usa_west,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,13000,13000
P0275,taiwan,usa_east,ship,11847.0,ship,Suggested lower-carbon mode (rule-based),11847.0,usa,12500,12500
P0276,usa,usa_west,truck,0.0,rail,Suggested lower-carbon mode (rule-based),0.0,usa,1200,1200
P0277,vietnam,usa_west,ship,13407.0,ship,Suggested lower-carbon mode (rule-based),13407.0,usa,12000,12000
P0278,vietnam,southeast_asia,rail,1502.0,rail,Suggested lower-carbon mode (rule-based),1502.0,singapore,1800,1800
P0279,mexico,usa_west,truck,1840.0,rail,Suggested lower-carbon mode (rule-based),1840.0,usa,2200,2200
P0280,turkey,india,ship,4460.0,ship,Suggested lower-carbon mode (rule-based),4460.0,india,4500,4500
P0281,india,usa_west,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,13000,13000
P0282,vietnam,europe_west,ship,9329.0,ship,Suggested lower-carbon mode (rule-based),9329.0,germany,9500,9500
P0283,taiwan,southeast_asia,truck,3100.0,rail,Suggested lower-carbon mode (rule-based),3100.0,singapore,1900,1900
P0284,china,europe_west,ship,7223.0,ship,Suggested lower-carbon mode (rule-based),7223.0,germany,8000,8000
P0285,south_korea,europe_west,air,8517.0,ship,Suggested lower-carbon mode (rule-based),8517.0,germany,8800,8800
P0286,vietnam,usa_west,ship,13407.0,ship,Suggested lower-carbon mode (rule-based),13407.0,usa,12000,12000
P0287,bangladesh,europe_west,ship,7289.0,ship,Suggested lower-carbon mode (rule-based),7289.0,germany,7600,7600
P0288,india,india,rail,0.0,rail,Suggested lower-carbon mode (rule-based),0.0,india,800,800
P0289,india,usa_east,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,14000,14000
P0290,south_korea,europe_west,ship,8517.0,ship,Suggested lower-carbon mode (rule-based),8517.0,germany,8800,8800
P0291,vietnam,usa_west,air,13407.0,ship,Suggested lower-carbon mode (rule-based),13407.0,usa,12000,12000
P0292,usa,europe_west,ship,7783.0,ship,Suggested lower-carbon mode (rule-based),7783.0,germany,6500,6500
P0293,taiwan,europe_west,ship,9296.0,ship,Suggested lower-carbon mode (rule-based),9296.0,germany,9500,9500
P0294,vietnam,usa_west,ship,13407.0,ship,Suggested lower-carbon mode (rule-based),13407.0,usa,12000,12000
P0295,vietnam,india,ship,3266.0,ship,Suggested lower-carbon mode (rule-based),3266.0,india,3200,3200
P0296,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0297,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0298,usa,usa_west,rail,0.0,rail,Suggested lower-carbon mode (rule-based),0.0,usa,1200,1200
P0299,india,europe_west,ship,6540.0,ship,Suggested lower-carbon mode (rule-based),6540.0,germany,7000,7000
P0300,india,usa_west,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,13000,13000
P0301,mexico,europe_west,ship,9448.0,ship,Suggested lower-carbon mode (rule-based),9448.0,germany,9000,9000
P0302,bangladesh,southeast_asia,ship,2880.0,ship,Suggested lower-carbon mode (rule-based),2880.0,singapore,3200,3200
P0303,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0304,china,india,air,2842.0,ship,Suggested lower-carbon mode (rule-based),2842.0,india,3800,3800
P0305,south_korea,india,ship,4915.0,ship,Suggested lower-carbon mode (rule-based),4915.0,india,4700,4700
P0306,taiwan,india,truck,4303.0,rail,Suggested lower-carbon mode (rule-based),4303.0,india,4300,4300
P0307,vietnam,europe_west,ship,9329.0,ship,Suggested lower-carbon mode (rule-based),9329.0,germany,9500,9500
P0308,taiwan,europe_west,ship,9296.0,ship,Suggested lower-carbon mode (rule-based),9296.0,germany,9500,9500
P0309,china,europe_west,air,7223.0,ship,Suggested lower-carbon mode (rule-based),7223.0,germany,8000,8000
P0310,india,usa_east,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,14000,14000
P0311,taiwan,usa_east,ship,11847.0,ship,Suggested lower-carbon mode (rule-based),11847.0,usa,12500,12500
P0312,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0313,india,usa_east,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,14000,14000
P0314,vietnam,usa_west,ship,13407.0,ship,Suggested lower-carbon mode (rule-based),13407.0,usa,12000,12000
P0315,china,usa_east,air,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0316,turkey,india,air,4460.0,ship,Suggested lower-carbon mode (rule-based),4460.0,india,4500,4500
P0317,taiwan,usa_east,ship,11847.0,ship,Suggested lower-carbon mode (rule-based),11847.0,usa,12500,12500
P0318,vietnam,india,ship,3266.0,ship,Suggested lower-carbon mode (rule-based),3266.0,india,3200,3200
P0319,china,europe_west,ship,7223.0,ship,Suggested lower-carbon mode (rule-based),7223.0,germany,8000,8000
P0320,india,southeast_asia,ship,3624.0,ship,Suggested lower-carbon mode (rule-based),3624.0,singapore,3000,3000
P0321,mexico,europe_west,air,9448.0,ship,Suggested lower-carbon mode (rule-based),9448.0,germany,9000,9000
P0322,china,india,truck,2842.0,rail,Suggested lower-carbon mode (rule-based),2842.0,india,3800,3800
P0323,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0324,turkey,europe_west,ship,2354.0,ship,Suggested lower-carbon mode (rule-based),2354.0,germany,2500,2500
P0325,south_korea,usa_west,air,10295.0,ship,Suggested lower-carbon mode (rule-based),10295.0,usa,10500,10500
P0326,india,usa_east,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,14000,14000
P0327,vietnam,india,ship,3266.0,ship,Suggested lower-carbon mode (rule-based),3266.0,india,3200,3200
P0328,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0329,taiwan,india,air,4303.0,ship,Suggested lower-carbon mode (rule-based),4303.0,india,4300,4300
P0330,china,europe_west,ship,7223.0,ship,Suggested lower-carbon mode (rule-based),7223.0,germany,8000,8000
P0331,bangladesh,usa_west,ship,12894.0,ship,Suggested lower-carbon mode (rule-based),12894.0,usa,13500,13500
P0332,china,southeast_asia,air,3842.0,ship,Suggested lower-carbon mode (rule-based),3842.0,singapore,2500,2500
P0333,bangladesh,europe_west,ship,7289.0,ship,Suggested lower-carbon mode (rule-based),7289.0,germany,7600,7600
P0334,turkey,southeast_asia,ship,8078.0,ship,Suggested lower-carbon mode (rule-based),8078.0,singapore,7500,7500
P0335,china,usa_west,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,10500,10500
P0336,taiwan,usa_west,ship,11847.0,ship,Suggested lower-carbon mode (rule-based),11847.0,usa,11000,11000
P0337,india,usa_east,ship,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,usa,14000,14000
P0338,vietnam,europe_west,air,9329.0,ship,Suggested lower-carbon mode (rule-based),9329.0,germany,9500,9500
P0339,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0340,south_korea,india,ship,4915.0,ship,Suggested lower-carbon mode (rule-based),4915.0,india,4700,4700
P0341,taiwan,southeast_asia,rail,3100.0,rail,Suggested lower-carbon mode (rule-based),3100.0,singapore,1900,1900
P0342,bangladesh,usa_east,ship,12894.0,ship,Suggested lower-carbon mode (rule-based),12894.0,usa,14500,14500
P0343,turkey,southeast_asia,ship,8078.0,ship,Suggested lower-carbon mode (rule-based),8078.0,singapore,7500,7500
P0344,bangladesh,india,truck,1186.0,rail,Suggested lower-carbon mode (rule-based),1186.0,india,1200,1200
P0345,turkey,southeast_asia,ship,8078.0,ship,Suggested lower-carbon mode (rule-based),8078.0,singapore,7500,7500
P0346,china,usa_east,ship,11280.0,ship,Suggested lower-carbon mode (rule-based),11280.0,usa,12000,12000
P0347,south_korea,india,ship,4915.0,ship,Suggested lower-carbon mode (rule-based),4915.0,india,4700,4700
P0348,india,india,truck,0.0,rail,Suggested lower-carbon mode (rule-based),0.0,india,800,800
P0349,mexico,southeast_asia,air,16035.0,ship,Suggested lower-carbon mode (rule-based),16035.0,singapore,14500,14500
P0350,usa,india,air,13026.0,ship,Suggested lower-carbon mode (rule-based),13026.0,india,13000,13000
